index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,sentence,type,cluster,foundation,identity,id
2887_Q6,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,do you wanna CLITIC love on the dollie too,peripheral,5,harm pos,parent,806
2887_Q7,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Purity/degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,do you wanna CLITIC love on the dollie too,peripheral,5,harm pos,parent,806
2888_Q6,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,Moral,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you be nice to her like she wa nice to you that's CLITIC what we hafta CLITIC do we hafta CLITIC share them,peripheral,5,harm pos,parent,807
2888_Q7,,,,,,"Fairness/cheating,Loyalty/betrayal,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Fairness/cheating,Loyalty/betrayal,Authority/subversion",,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,Fairness/cheating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Fairness/cheating,Authority/subversion",,Fairness/cheating,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you be nice to her like she wa nice to you that's CLITIC what we hafta CLITIC do we hafta CLITIC share them,peripheral,5,harm pos,parent,807
2889_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,oh boy would you love to get hold of this one,peripheral,5,harm pos,parent,808
2889_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Fairness/cheating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oh boy would you love to get hold of this one,peripheral,5,harm pos,parent,808
2890_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and she love it so maybe I needta CLITIC get some,peripheral,5,harm pos,parent,809
2890_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and she love it so maybe I needta CLITIC get some,peripheral,5,harm pos,parent,809
2891_Q6,,,,,,,,,,,,,,,,,,,,,,Moral,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,don't CLITIC I always get a hug and a kiss,central,6,harm pos,parent,810
2891_Q7,,,,,,,,,,,,,,,,,,,,,,"Loyalty/betrayal,Authority/subversion,Purity/degradation","Loyalty/betrayal,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairness/cheating,Loyalty/betrayal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,don't CLITIC I always get a hug and a kiss,central,6,harm pos,parent,810
2892_Q6,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,I'm CLITIC gonna CLITIC give you a hug and a kiss,central,6,harm pos,parent,811
2892_Q7,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,I'm CLITIC gonna CLITIC give you a hug and a kiss,central,6,harm pos,parent,811
2893_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,Non-moral,,,,,,,,Moral,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,give me a hug please,central,6,harm pos,parent,812
2893_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,"Care/harm,Authority/subversion",,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,give me a hug please,central,6,harm pos,parent,812
2894_Q6,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,why do you give him a hug,central,6,harm pos,parent,813
2894_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Purity/degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"None of these, but still moral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Authority/subversion",,,,,,,,why do you give him a hug,central,6,harm pos,parent,813
2895_Q6,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,why are you giving him a hug,central,6,harm pos,parent,814
2895_Q7,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loyalty/betrayal,Authority/subversion,Purity/degradation",Authority/subversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Loyalty/betrayal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,why are you giving him a hug,central,6,harm pos,parent,814
2896_Q6,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bring your nose over here for a hug,central,6,harm pos,parent,815
2896_Q7,,,,,,,,,,,"Care/harm,Authority/subversion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bring your nose over here for a hug,central,6,harm pos,parent,815
2897_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,Moral,,,,,,,,,,,Moral,,,and I want you to come up here and give me a hug,central,6,harm pos,parent,816
2897_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Purity/degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Loyalty/betrayal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Loyalty/betrayal,Purity/degradation",,,,,"None of these, but still moral",,,,,,,,,,,Care/harm,,,and I want you to come up here and give me a hug,central,6,harm pos,parent,816
2898_Q6,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,come and give me a hug,central,6,harm pos,parent,817
2898_Q7,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,Loyalty/betrayal,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,come and give me a hug,central,6,harm pos,parent,817
2899_Q6,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,aw did you give him a little hug through the cag,central,6,harm pos,parent,818
2899_Q7,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purity/degradation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,aw did you give him a little hug through the cag,central,6,harm pos,parent,818
2900_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,may I have hug and kiss,central,6,harm pos,parent,819
2900_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,"Care/harm,Loyalty/betrayal,Purity/degradation",,,,,,,,,,,,,,,,,,,,,Authority/subversion,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,may I have hug and kiss,central,6,harm pos,parent,819
2901_Q6,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,oh I get such nice hug from my little one,peripheral,6,harm pos,parent,820
2901_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Care/harm,Loyalty/betrayal",,,,,,,,,,,,,,,,,,,,,,,oh I get such nice hug from my little one,peripheral,6,harm pos,parent,820
2902_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,Moral,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aw that's CLITIC a nice hug for the baby,peripheral,6,harm pos,parent,821
2902_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,"Care/harm,Loyalty/betrayal,Purity/degradation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aw that's CLITIC a nice hug for the baby,peripheral,6,harm pos,parent,821
2903_Q6,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,Non-moral,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,yeah the nurse is hugging the doctor,peripheral,6,harm pos,parent,822
2903_Q7,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yeah the nurse is hugging the doctor,peripheral,6,harm pos,parent,822
2904_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,your blanketie help you,peripheral,6,harm pos,parent,823
2904_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,your blanketie help you,peripheral,6,harm pos,parent,823
2905_Q6,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,Moral,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and people caring for baby,peripheral,6,harm pos,parent,824
2905_Q7,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,Care/harm,,,,,,,,,,,,,,,,,,,,Care/harm,,Care/harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and people caring for baby,peripheral,6,harm pos,parent,824
2906_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,Non-moral,little boy nurse,peripheral,6,harm pos,parent,825
2906_Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Care/harm,,little boy nurse,peripheral,6,harm pos,parent,825
2907_Q6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,Non-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,,Moral,,,,,,,,,,,,,,,,,,,,,,,,is it okay to give Daddy love,peripheral,6,harm pos,parent,826
